item_id,item_price,product_type,department_name
B27340,3808.0,D897,computers & accessories
B24770,48.0,E340,baby
E2267,336.0,F031,garden & outdoors
G3188,1123.0,F276,electronics
C2309,112.0,G607,beauty
I724,288.0,H455,apps & games
B0716,800.0,G014,books
H6581,508.5,F353,books
B5683,1568.0,E620,apps & games
B15486,640.0,C593,computers & accessories
F1190,6822.0,E924,computers & accessories
J4597,950.0,I990,computers & accessories
B30099,2394.0,E118,garden & outdoors
I4937,2857.5,J125,collectibles
D9568,1974.0,E967,books
I4404,1296.0,F609,apps & games
H140,1728.0,I990,electronics
H8712,1290.0,D079,baby
E9354,443.5,G648,computers & accessories
C008,960.0,J767,electronics
I3427,204.5,D536,electronics
I7084,1120.0,F192,clothing & accessories
B3388,1760.0,C725,beauty
B9221,2275.0,J595,furniture
G7192,537.5,J07,books
I8386,416.0,E93,furniture
J3643,4997.0,J713,collectibles
B5341,1177.5,H264,clothing & accessories
B06141,1449.5,F622,beauty
J2539,1411.0,E348,books
B2820,23936.0,J85,furniture
B30441,668.5,B0170,electronics
I5616,810.5,H632,garden & outdoors
I9053,956.5,B246,books
E0392,377.5,H238,clothing & accessories
I1526,1578.0,B431,collectibles
G1011,633.5,H391,books
H5026,23687.0,E457,apps & games
B11524,156.5,C398,collectibles
I8083,384.0,F192,books
G2062,63866.5,B119,collectibles
I9632,2396.5,B732,beauty
D7306,19136.0,G827,computers & accessories
J6829,640.0,H312,computers & accessories
H0711,3640.0,B0524,electronics
B00250,10752.0,F161,apps & games
J6214,1500.5,H241,clothing & accessories
I6771,26816.0,H551,collectibles
F8057,443.5,G648,beauty
I8938,272.0,B765,computers & accessories
G3136,240.0,H851,furniture
E5900,2076.5,H885,apps & games
B01149,1369.5,J29,baby
C5145,11462.0,B704,garden & outdoors
G585,282.0,E524,beauty
B01405,2624.0,I449,electronics
B07544,844.5,D899,apps & games
I2332,76.5,D447,electronics
J9946,1929.5,E967,apps & games
H0188,1180.5,E386,clothing & accessories
B00120,348.5,H279,books
H5683,1722.0,C874,computers & accessories
B24829,1212.5,H771,beauty
B04960,7648.0,H701,clothing & accessories
I0314,504.0,B24,baby
I4957,144.0,G371,garden & outdoors
C9570,9849.5,B48,beauty
I0852,8480.0,G122,collectibles
B02730,352.0,H312,beauty
C8104,2534.0,I579,garden & outdoors
D9183,3914.0,J767,clothing & accessories
C4872,3144.5,H241,clothing & accessories
H4773,950.0,I990,beauty
F7079,9932.5,C786,apps & games
F0775,3424.0,J959,apps & games
D6549,19475.0,J234,collectibles
B11654,1568.0,E702,apps & games
B4304,2371.0,D606,clothing & accessories
G7095,21088.0,C874,baby
B27037,5984.0,E049,books
F3094,5529.5,F036,beauty
D3997,220.5,D860,beauty
J6883,380.5,H279,clothing & accessories
B09691,1276.5,D581,baby
B712,1123.0,H400,apps & games
E6279,36240.0,G330,apps & games
I5837,14400.0,I584,furniture
B08803,12134.0,E719,apps & games
I0654,38572.5,I416,computers & accessories
J1216,206.5,D575,electronics
E0579,9670.0,E279,beauty
D741,3648.0,D683,furniture
G5361,16000.0,E872,garden & outdoors
G9233,69888.0,H551,computers & accessories
H2787,3840.0,B740,books
H1036,2457.5,F276,furniture
B19812,2784.0,B008,collectibles
B17466,220.5,F251,computers & accessories
B7112,2816.0,I536,beauty
J2129,563.0,E309,apps & games
B10575,16720.0,C457,clothing & accessories
C9060,6664.0,I968,computers & accessories
D6886,48.0,E62,garden & outdoors
C9155,512.0,E246,beauty
C0620,7360.0,C874,books
C1473,7640.0,C738,baby
B947,764.5,C777,clothing & accessories
G8745,63566.0,B0331,beauty
B05764,2822.0,J65,apps & games
F0277,3432.5,I323,collectibles
B24686,419.0,B0466,beauty
I8307,17280.0,B187,garden & outdoors
E7861,1843.0,F276,computers & accessories
J9252,2822.0,C874,books
B5526,313.5,E660,garden & outdoors
E173,7873.5,E464,baby
E1391,371.0,E371,furniture
C6606,896.0,D899,collectibles
B6534,1123.0,C003,furniture
H6949,6528.0,I17,beauty
F6975,1033.5,I290,collectibles
B10715,307.5,I607,computers & accessories
F6630,633.5,B0412,garden & outdoors
B6805,1059.5,F420,apps & games
B18656,5760.0,J959,collectibles
B7790,320.0,F361,computers & accessories
J4278,6288.0,E967,furniture
I191,464.0,I235,apps & games
B9376,5350.0,F036,collectibles
G0749,912.0,J771,clothing & accessories
J5591,14688.0,J015,clothing & accessories
B23219,1213.0,G898,clothing & accessories
B19630,1024.0,I364,collectibles
C4641,1929.5,J225,baby
C1635,1273.5,H912,furniture
D8163,2105.5,B0021,garden & outdoors
B3475,1428.0,J77,furniture
B0238,198.0,C874,garden & outdoors
I3254,2059.0,D265,clothing & accessories
E0268,1440.0,D055,furniture
I153,284.5,C839,clothing & accessories
B11933,630.0,C874,books
E0832,864.0,F609,beauty
C6355,1120.0,F138,electronics
B16313,432.0,E93,books
B5588,31737.5,I915,books
B26221,272.0,C432,apps & games
I6406,4448.0,I536,baby
F2603,4982.0,B485,computers & accessories
C3290,96.0,G283,clothing & accessories
F5820,5427.0,F107,beauty
J3683,17280.0,J314,baby
B4531,2124.5,I083,books
J5885,1489.5,B991,clothing & accessories
E4119,13728.0,J619,garden & outdoors
H6039,29760.0,H63,books
E6133,1296.0,H448,apps & games
B28851,2304.0,E782,collectibles
G7561,861.0,J375,baby
B12523,1116.5,C164,collectibles
G4968,11539.5,B76,furniture
D0935,313.5,C627,beauty
J0758,1532.5,H863,clothing & accessories
I0436,1434.0,H791,garden & outdoors
B23089,1382.0,E628,electronics
B15526,1248.0,D24,apps & games
B09470,476.5,I630,clothing & accessories
C2572,2329.5,B0382,baby
H9563,1568.0,B0025,collectibles
I8838,1632.0,I873,books
E2240,12929.5,I310,clothing & accessories
H8721,842.0,G39,apps & games
B3420,9395.0,F036,collectibles
F3789,5920.0,G641,apps & games
B11700,1584.0,F403,garden & outdoors
F3049,2236.5,D328,collectibles
I0689,1209.5,I118,collectibles
F2626,1040.0,F609,computers & accessories
F6694,720.0,E692,apps & games
B13666,4480.0,F853,books
I5385,1760.0,G121,baby
G9901,8812.5,J234,baby
B01105,857.5,C874,beauty
B16279,217.5,B0168,electronics
B08482,509.5,C111,clothing & accessories
I1201,82368.0,E742,books
B11155,2111.0,I127,collectibles
B27040,1049.5,B694,furniture
J7228,3951.0,H241,garden & outdoors
B0020,1564.5,G633,apps & games
D7711,476.5,E367,garden & outdoors
E6103,528.0,I506,books
F5823,305.5,C31,beauty
G6058,1180.5,F269,books
B8763,1985.5,H753,baby
B08350,441.5,E522,collectibles
H9562,291.5,C810,beauty
B07847,800.0,B63,furniture
B20718,8241.5,B405,electronics
C7627,540.5,C849,collectibles
C1210,20768.0,E986,baby
B22248,5616.0,J286,collectibles
D7460,12647.5,E719,beauty
J4680,1312.0,J195,beauty
I5985,1440.0,D058,furniture
H8707,19168.0,F411,computers & accessories
E2151,1062.5,G97,apps & games
H4235,3328.0,I2,baby
J2859,352.0,B69,baby
B3295,1760.0,E872,collectibles
I9040,12800.0,E646,computers & accessories
G2630,1611.0,H933,computers & accessories
B11805,1987.0,B961,computers & accessories
B13277,128.0,H455,beauty
B26663,1276.5,H933,clothing & accessories
B05997,179.5,C874,computers & accessories
B26820,11640.0,I13,apps & games
C9615,1593.5,C106,garden & outdoors
B31910,3552.0,G108,books
G4807,697.5,H703,baby
H3521,20209.5,F690,books
I633,13728.0,F144,apps & games
J3141,6652.5,C457,furniture
I2614,3740.5,E986,computers & accessories
B25281,624.5,F609,clothing & accessories
B06432,4480.0,J503,collectibles
F3121,444.5,H868,garden & outdoors
B01379,352.0,E379,computers & accessories
B08068,3712.0,C099,furniture
B27816,367.0,E770,electronics
F7618,5068.5,F164,baby
F2259,2553.5,C645,clothing & accessories
B13447,1840.0,F231,clothing & accessories
E2258,23168.0,J174,apps & games
D7689,5408.0,B617,garden & outdoors
E8875,1244.5,H738,clothing & accessories
I3759,21056.0,H551,baby
E9280,8622.5,I323,books
E8758,1334.0,D747,furniture
F5961,2652.5,I898,computers & accessories
E6162,499.0,C831,furniture
E2025,2705.5,I66,clothing & accessories
D7046,2010.0,B0412,electronics
G0404,5280.0,J959,books
I9840,2070.0,D055,computers & accessories
H4767,31296.0,C874,baby
G1725,176.0,B503,books
D8622,38080.0,E986,computers & accessories
G18,3488.0,H923,furniture
G9837,1585.5,H241,computers & accessories
B01864,921.5,J881,collectibles
C8166,316.5,H61,collectibles
C2360,1888.0,D891,furniture
I5723,627.0,E605,collectibles
F8125,4480.0,D634,apps & games
C5184,3481.5,J789,computers & accessories
J9410,4291.0,G258,clothing & accessories
H4151,5632.0,B536,baby
B4614,486.0,C874,clothing & accessories
J8994,224.0,B110,beauty
B07131,393.0,C791,computers & accessories
C6802,419.0,E797,furniture
I796,13056.0,I765,electronics
D6546,1149.0,C327,collectibles
F7244,5600.0,B252,clothing & accessories
I0394,697.5,C845,books
C249,144.0,D844,books
C4951,736.0,F334,books
G8264,878.0,G068,books
I6584,11392.0,B422,clothing & accessories
B30628,1052.5,I415,collectibles
G6839,486.0,D399,books
I4463,380.5,J582,beauty
D7738,1536.0,B0064,apps & games
D7493,16640.0,E350,collectibles
C9230,9888.0,B943,baby
B05981,15040.0,H111,apps & games
B14987,7200.0,H455,books
I2153,35808.0,I052,baby
E7779,1708.5,J650,collectibles
H2220,179.0,F61,garden & outdoors
D805,796.5,F251,garden & outdoors
C8650,1129.5,I265,collectibles
B16365,4096.0,C31,furniture
J2616,4017.5,J209,computers & accessories
D3863,17638.0,B76,books
F2407,153.5,I372,apps & games
C8022,9520.0,D278,beauty
J0018,6368.0,E004,electronics
B15311,8352.0,C270,collectibles
B07830,26688.0,B845,apps & games
H7370,1347.5,D302,electronics
B15924,1336.0,D554,electronics
B16316,12480.0,C874,electronics
B10759,1139.0,F622,electronics
C4789,13260.5,E328,furniture
B00070,3200.0,I124,apps & games
B8537,11168.0,D432,furniture
E4087,3808.0,G823,beauty
C3900,796.5,J281,garden & outdoors
F1087,1708.5,D424,books
D8435,11804.0,G817,baby
D8817,14144.0,J344,computers & accessories
E256,8800.0,H018,beauty
I8478,6400.0,F192,collectibles
D7641,4320.0,B617,garden & outdoors
B4926,7680.0,C890,furniture
F5594,1753.5,H803,clothing & accessories
E0404,1238.0,I630,furniture
B11304,256.0,B840,books
C9112,768.0,H400,collectibles
H1484,252.5,G105,books
J4961,4331.5,I310,furniture
B24401,12064.0,B617,collectibles
I3686,402.5,B0374,electronics
B23386,6400.0,B0340,baby
B03426,6579.0,D533,computers & accessories
I2315,5728.0,C475,computers & accessories
I9217,924.5,C164,beauty
H4141,128.0,D269,books
D1569,48896.0,I052,books
H1091,17280.0,I817,garden & outdoors
B17071,62451.0,E924,beauty
E3617,3520.0,F526,apps & games
J3286,4032.0,C959,furniture
B12946,3009.5,B0220,collectibles
F6418,12928.0,I994,baby
I1210,1916.5,F251,books
F0336,1184.0,I579,electronics
I0070,5632.0,F161,collectibles
B27754,49600.0,C607,baby
I9942,57760.0,I488,garden & outdoors
B27407,23968.0,E646,computers & accessories
D4350,48000.0,J604,computers & accessories
G9402,401.5,I118,garden & outdoors
B6109,4406.0,I467,garden & outdoors
G9033,11808.0,G035,baby
B09938,1462.0,G0,collectibles
H943,627.5,E524,garden & outdoors
H3208,1152.0,B052,baby
B07429,5952.0,E90,computers & accessories
B07862,3673.5,C099,computers & accessories
E1255,21088.0,F164,clothing & accessories
B3474,28768.0,B943,computers & accessories
B27693,1312.0,C231,baby
J0463,800.0,D991,garden & outdoors
F5122,43744.0,J015,garden & outdoors
D5404,1888.0,D561,beauty
J825,2964.5,G825,garden & outdoors
J5080,7296.0,J939,furniture
J8671,15040.0,B342,furniture
G543,6016.0,H29,computers & accessories
B13017,7263.0,F276,garden & outdoors
B25384,9411.5,E719,electronics
C7586,1858.5,B923,garden & outdoors
G755,316.5,J807,clothing & accessories
C2960,604.5,H863,books
H2939,1552.0,E246,clothing & accessories
D5103,5088.0,E702,furniture
E4635,128.0,E93,beauty
F9897,1468.5,F666,garden & outdoors
B10320,1888.0,G531,computers & accessories
H7816,6609.5,F036,electronics
F2949,389.0,J780,books
B026,2828.5,B846,beauty
F9321,26496.0,G268,books
E677,953.5,C106,books
I2175,1760.0,B100,collectibles
H6403,499.0,E371,books
B29921,5168.0,I765,electronics
D3198,2185.5,D757,collectibles
D5371,958.0,H687,beauty
I428,7616.0,B0329,books
F1029,5094.0,C504,furniture
I1488,2886.0,E924,garden & outdoors
B02638,1107.0,J697,electronics
C4528,1120.0,D978,garden & outdoors
G6920,1593.5,I536,computers & accessories
J9723,1273.5,B431,computers & accessories
D8066,3488.0,F164,books
J331,2304.0,B0097,apps & games
G8878,4646.0,C874,furniture
C7007,1532.5,H774,apps & games
B08525,5056.0,E023,beauty
E7066,1440.0,H847,apps & games
G3798,325.0,C157,clothing & accessories
B08989,911.0,H632,apps & games
B20972,5686.0,E967,electronics
G1963,192.0,B457,collectibles
E5736,761.5,F049,garden & outdoors
B24102,34880.0,B0097,clothing & accessories
B29993,3168.0,F806,furniture
B4336,414.0,I527,baby
B439,6048.0,G823,books
B01760,800.0,J930,furniture
B05333,124.5,J807,garden & outdoors
E5164,39968.0,G108,beauty
D5903,6560.0,E924,furniture
B11440,12032.0,J684,furniture
E168,953.5,B0412,computers & accessories
D0339,1491.0,J125,furniture
B874,112.0,H455,books
E3232,1209.5,B224,computers & accessories
D7592,1200.0,H335,apps & games
D608,33510.0,D812,apps & games
E3277,1075.0,F276,computers & accessories
E515,76912.0,E22,clothing & accessories
I9205,22965.0,G275,collectibles
B07715,70.0,I685,furniture
G4334,11040.0,C475,beauty
F2388,540.5,G390,furniture
D9560,1664.0,D15,garden & outdoors
C2565,348.5,I506,furniture
H5297,5088.0,E438,garden & outdoors
B13149,252.5,F784,furniture
B18081,8928.0,J864,furniture
B26087,788.5,H527,collectibles
D8894,2336.0,B0083,clothing & accessories
F4943,2448.0,B783,beauty
E5026,572.5,H863,apps & games
C6796,1632.0,B052,clothing & accessories
B28103,1276.5,G345,computers & accessories
B27156,1196.5,C781,baby
G0741,736.0,G847,baby
B08433,2208.0,F075,apps & games
B23549,2848.0,E253,baby
C2787,18849.5,E328,baby
J2110,1110.0,D844,apps & games
H5616,11328.0,J015,books
B25462,73.5,F902,baby
D7539,144000.0,C975,clothing & accessories
G8400,814.0,C159,electronics
D3535,7264.0,C024,furniture
F89,8595.0,B900,electronics
B19502,864.0,H272,computers & accessories
D9225,768.0,C2,computers & accessories
B01804,3200.0,E19,collectibles
I5404,1005.5,J86,books
B1964,24908.5,E282,baby
J4895,1494.0,D277,computers & accessories
J7018,260.0,C874,garden & outdoors
I0779,1888.0,E55,computers & accessories
C9463,4200.5,H608,clothing & accessories
B13814,1208.0,C159,baby
B08746,6464.0,J015,garden & outdoors
I5776,1536.0,D498,apps & games
C8861,98.5,J514,furniture
B03187,1008.0,B224,computers & accessories
I2632,720.0,H238,apps & games
E6305,4350.5,C669,beauty
G1148,636.5,B732,books
J3102,208.0,F168,baby
H0451,4392.5,C669,computers & accessories
B12106,39040.0,F282,apps & games
D7291,4189.0,J77,electronics
J6657,2876.5,C628,clothing & accessories
J0060,569.5,C176,baby
B13586,672.0,F622,beauty
J5795,1180.5,G120,beauty
B0047,2504.5,C874,baby
B14327,2784.0,B0567,garden & outdoors
B22144,7296.0,C874,apps & games
B27863,2320.0,C270,clothing & accessories
J5201,16320.0,G108,electronics
D2333,1520.0,C829,apps & games
H9890,2208.0,C951,baby
H0635,18201.5,J213,apps & games
I9462,2166.5,C740,garden & outdoors
B25247,316.5,F622,apps & games
D475,294.0,E692,electronics
G2302,633.5,B435,clothing & accessories
G8620,928.0,B343,computers & accessories
F9139,8360.0,E464,baby
I4532,156.5,B713,furniture
I4431,39420.5,D184,apps & games
I3694,14656.0,D197,beauty
E3717,1056.0,J017,books
H2657,345.5,E200,furniture
B20266,1632.0,I879,electronics
G9149,99620.5,B0331,apps & games
D6047,896.0,J773,baby
B16940,1638.5,I687,electronics
G5719,6648.5,D778,books
G8607,540.5,C159,clothing & accessories
J3027,58665.5,J041,electronics
B08838,5012.0,I310,apps & games
B02985,5632.0,B923,collectibles
C014,13920.0,B0099,electronics
I2274,956.5,H375,baby
F7210,4052.5,G825,electronics
G5234,796.5,J977,apps & games
B13414,265.5,I251,collectibles
C9641,2563.0,E877,garden & outdoors
B16443,1578.0,B431,baby
C4702,1400.5,J505,beauty
B16345,1984.0,D055,collectibles
B8645,460.5,H848,furniture
E0339,1611.0,H741,electronics
B12494,4032.0,G331,furniture
C1305,8960.0,J085,furniture
E0187,2203.0,I932,collectibles
G9737,6208.0,C475,books
E6147,2832.0,D646,computers & accessories
I2191,348.5,E522,computers & accessories
G5467,3840.0,J959,books
F6059,211.0,D604,apps & games
B3273,630.0,E371,computers & accessories
B26923,6048.0,F19,books
J0554,796.5,B166,beauty
B18228,8288.0,D874,books
I9564,47180.5,E328,beauty
B5015,672.0,E68,apps & games
I3778,4377.5,F036,garden & outdoors
J7879,923.5,B0173,collectibles
F8337,2851.0,F662,furniture
B09309,7872.0,B405,baby
F0451,633.5,E465,apps & games
E0064,14848.0,E350,beauty
B30376,3980.0,F276,apps & games
B14294,2736.0,E160,garden & outdoors
E3332,1152.0,G933,computers & accessories
G0702,3132.5,B732,clothing & accessories
E730,19520.0,F193,clothing & accessories
I3133,2088.5,J86,furniture
B2241,3287.0,F276,garden & outdoors
F4172,1638.5,I687,books
I0374,21504.0,B0191,collectibles
G6466,604.5,E730,garden & outdoors
D6779,1881.5,B0313,garden & outdoors
B04490,6271.0,C504,furniture
I912,1248.0,I579,collectibles
F4785,524.5,C874,baby
C0083,798.5,F081,garden & outdoors
C3927,124.5,B713,apps & games
B18669,374.0,D797,baby
B26049,288.0,F609,beauty
B16806,14336.0,G108,apps & games
B15031,230.0,G09,garden & outdoors
C924,4000.0,D861,collectibles
B3805,156.5,C593,baby
D4828,6080.0,F526,books
I8202,860.5,I945,furniture
G7409,1845.0,C740,beauty
D7411,1641.5,I127,collectibles
J8840,1722.0,H791,apps & games
B09920,1440.0,C874,baby
D0947,40000.0,G420,furniture
H5295,26303.0,E350,computers & accessories
H1960,899.0,F622,books
F1490,29342.5,D184,apps & games
B06513,33017.5,F208,clothing & accessories
D8155,1064.5,B652,apps & games
C4385,8134.0,B227,electronics
J4061,364.5,I579,baby
H9633,538.5,C835,computers & accessories
D4943,29504.0,G922,apps & games
C0744,252.5,I630,collectibles
B12823,1687.5,J742,garden & outdoors
J5998,10880.0,I536,furniture
B10990,1472.0,I207,computers & accessories
B29200,22368.0,J344,collectibles
B06255,7451.5,B76,computers & accessories
E1739,2569.5,B381,apps & games
B27460,1664.0,B0099,apps & games
I1803,11084.5,B76,collectibles
I360,19558.0,B0416,computers & accessories
I5446,13088.0,F164,apps & games
D8736,1126.0,D899,collectibles
B07874,896.0,E084,garden & outdoors
J4396,633.5,G853,collectibles
C4895,1596.5,G,computers & accessories
G2741,2880.0,D65,collectibles
I8521,643.5,G648,furniture
J2220,8928.0,G077,garden & outdoors
B00441,604.5,B0205,apps & games
J6956,6935.0,H241,baby
B07647,1449.5,B0141,baby
G1275,573.0,B049,beauty
E3893,2269.0,B541,beauty
B21729,4768.0,F065,baby
H2642,8928.0,D432,collectibles
G361,1670.0,I118,beauty
J2792,4128.0,G806,beauty
F3249,92156.5,C594,books
C2620,7720.0,E967,baby
B25414,19168.0,G277,baby
B00590,1856.0,J713,apps & games
J335,11249.5,I968,books
B07713,153.5,B427,electronics
B29974,5155.0,J227,beauty
D298,1184.0,B961,clothing & accessories
E7482,1445.0,E732,clothing & accessories
B17131,92.5,F269,electronics
E8913,7136.0,D680,computers & accessories
G3453,444.5,H103,garden & outdoors
D2007,416.0,C582,electronics
D9557,22.0,C31,garden & outdoors
G1985,26204.5,B0331,clothing & accessories
D6367,1434.0,C874,books
B32675,181.0,E850,beauty
B26510,6011.0,D657,apps & games
D4523,4736.0,J503,furniture
B23904,1036.5,F609,computers & accessories
I1390,160.0,H455,computers & accessories
E8229,4608.0,B0567,apps & games
J8118,1354.5,C487,beauty
E5569,1209.5,G360,garden & outdoors
B08963,317.0,I597,garden & outdoors
C5743,144.0,J926,garden & outdoors
I9039,1088.0,B207,apps & games
B05217,720.0,H998,beauty
H5005,416.0,F142,electronics
B18817,42624.0,H551,garden & outdoors
F857,3686.0,F276,baby
B20483,2470.0,D850,furniture
C3917,2022.0,D634,furniture
B27978,633.5,F049,clothing & accessories
D9024,577.5,C874,clothing & accessories
B28062,2995.0,J333,books
B7879,279.0,I909,garden & outdoors
I7647,5184.0,C951,furniture
C1749,1081.5,G853,baby
H0441,2848.0,J839,garden & outdoors
J9448,23808.0,G108,electronics
J4405,563.0,B923,clothing & accessories
C2337,9888.0,J314,computers & accessories
J1600,528.0,H735,clothing & accessories
B24006,601.5,C31,clothing & accessories
I0708,368.0,E371,apps & games
B31826,256.0,E188,garden & outdoors
F5739,7031.0,F988,electronics
B13457,4156.5,G827,computers & accessories
E9005,9568.0,D484,garden & outdoors
C8843,384.0,G948,computers & accessories
J2768,345.5,G201,collectibles
B22936,14771.0,C607,books
G8759,2208.0,H284,baby
G0699,3456.0,E074,garden & outdoors
B18383,1180.0,F622,furniture
G3573,1273.5,H791,computers & accessories
B3806,1744.0,H687,clothing & accessories
I1055,3498.0,J713,apps & games
J6220,640.0,G201,garden & outdoors
B4116,732.5,F622,baby
I9763,24928.0,E986,baby
B23489,1113.5,F236,electronics
F7804,7344.0,C417,baby
B04782,864.0,F081,furniture
F9347,480.0,B0457,baby
B27248,108.5,E309,books
F8201,1568.0,H551,books
F9465,5056.0,H455,beauty
G7321,1955.5,D048,garden & outdoors
B656,835.0,E309,clothing & accessories
J9948,793.5,B0152,collectibles
I2621,5785.5,F036,garden & outdoors
B5832,896.0,D999,baby
B05372,1002.0,H444,garden & outdoors
G5866,6432.0,J015,clothing & accessories
H7092,4768.0,J619,clothing & accessories
C4998,11329.5,H986,furniture
B12298,320.0,F655,computers & accessories
I1328,56320.0,D642,books
B19738,2529.5,E458,collectibles
D9299,4480.0,C051,baby
H5446,3814.0,F164,electronics
I655,1180.5,B0540,collectibles
C4245,3481.5,F164,books
B18510,4025.5,J086,apps & games
G1674,8422.0,H58,furniture
G1339,1116.5,F386,furniture
D4696,2336.0,G251,apps & games
J9864,1863.5,F482,furniture
E0662,11200.0,D779,electronics
I8687,102080.0,J939,computers & accessories
I9798,7936.0,G823,apps & games
I4277,2528.0,E552,baby
H3753,1536.0,G635,electronics
F4149,2275.0,B159,clothing & accessories
B26328,102.0,D113,collectibles
D8331,5504.0,F036,furniture
B13233,4864.0,B0191,baby
J3926,4128.0,D432,beauty
G4620,1840.0,B611,collectibles
F8635,6368.0,G827,collectibles
F5710,80611.0,G005,beauty
H9123,45824.0,B943,beauty
H186,2236.5,G200,baby
C2183,803.0,H842,furniture
B11809,393.5,H433,books
F2660,1658.5,B945,apps & games
I5933,14083.0,J196,clothing & accessories
F6184,5249.5,I437,computers & accessories
J1623,36640.0,J015,clothing & accessories
B28392,3168.0,C755,collectibles
B17696,1337.5,B485,furniture
B16964,160.0,J907,collectibles
D2956,1884.5,I651,beauty
J0765,608.0,H312,electronics
B291,2208.0,C595,clothing & accessories
B00623,2246.0,C874,apps & games
B4314,698.5,C521,garden & outdoors
I3781,2528.0,B0177,baby
H7273,11200.0,G104,garden & outdoors
H7940,46784.0,B943,computers & accessories
E73,633.5,B431,computers & accessories
F9958,3200.0,G579,collectibles
B15788,3148.5,D528,baby
B06797,1020.5,F456,apps & games
J0973,1276.5,B732,collectibles
F7223,5685.0,I323,baby
D6196,21705.5,J234,computers & accessories
J0302,8132.5,J234,baby
D9459,1664.0,F425,books
C4548,313.5,C500,computers & accessories
J7110,345.5,E385,baby
D5562,191680.0,B0552,collectibles
H8018,46784.0,B943,beauty
J8630,1900.5,G724,baby
I3260,665.5,J495,baby
G5080,3840.0,D646,collectibles
I8913,2112.0,G724,garden & outdoors
I1376,1920.0,B252,furniture
G1642,256.0,I909,baby
G7520,3024.0,E763,beauty
F0692,37.0,D419,books
C0614,2563.0,H284,baby
F5880,5068.5,J650,beauty
F4276,28880.0,C874,baby
B20490,422.0,D805,books
C7442,390.0,B0120,apps & games
E2609,1232.0,H291,books
B08954,5196.5,F164,collectibles
I7750,1434.0,H791,beauty
B5077,18848.0,F144,electronics
B31477,444.5,G009,beauty
I1813,1088.5,B431,clothing & accessories
G8105,2477.5,D722,books
D0802,518.0,F943,electronics
H0065,2809.5,G239,beauty
B10821,9440.0,F263,furniture
G400,16782.0,I765,garden & outdoors
B21308,1724.5,F609,apps & games
E9818,20640.0,E646,apps & games
H835,768.0,D805,collectibles
G5535,2454.0,B0099,books
B22586,69335.0,B76,furniture
C9348,2176.5,F506,books
I2064,576.0,C742,garden & outdoors
G2730,320.0,J959,furniture
G1040,412.5,F34,furniture
D4767,944.0,I251,clothing & accessories
G1569,640.0,G443,garden & outdoors
H0469,2528.0,I247,clothing & accessories
D6217,2208.0,I890,beauty
F758,1017.5,F622,computers & accessories
E5125,1388.5,E605,books
D1998,1568.0,E292,computers & accessories
G8532,744.0,E534,collectibles
H8714,1108.0,J713,baby
B32724,48179.0,E328,computers & accessories
E3774,1276.5,C543,electronics
B10347,1433.5,I44,baby
B20936,349.0,B731,collectibles
J1299,9626.0,I310,books
H6797,112.0,B457,baby
F2222,4736.0,B0506,furniture
B9252,2012.5,G144,clothing & accessories
B28664,20481.5,C607,baby
B698,960.0,E822,garden & outdoors
F2280,3040.0,H455,collectibles
D3131,5760.0,H702,collectibles
J8636,921.5,D484,books
G0319,424.0,G718,apps & games
J2443,46784.0,B943,collectibles
B13298,547.0,H400,clothing & accessories
B16778,1852.5,B571,apps & games
B26818,8800.0,B943,electronics
E5533,972.5,B0154,furniture
B04535,20363.0,I310,clothing & accessories
F5152,7032.0,J209,collectibles
F0351,1300.0,H632,apps & games
H4653,473.5,C835,computers & accessories
B22213,2816.0,D904,beauty
B17872,3889.5,F036,apps & games
I6357,460.5,H848,books
J839,1968.0,F276,books
B21743,1404.5,J29,clothing & accessories
I3320,12123.5,D399,collectibles
B13815,30758.0,G878,garden & outdoors
D680,316.5,E824,garden & outdoors
B19614,1296.0,E694,clothing & accessories
G1436,114784.0,J939,garden & outdoors
J6706,393.5,D999,furniture
I6330,7520.0,C738,clothing & accessories
J4774,1736.5,D136,books
D3020,768.0,H400,apps & games
G8084,23648.0,G005,furniture
J994,24608.0,G330,furniture
D3421,2737.5,F260,baby
G4429,2208.0,E207,garden & outdoors
H5457,60998.0,B119,furniture
B28079,892.5,D880,garden & outdoors
D6388,448.0,H948,electronics
F5637,835.0,D880,books
H9899,1728.0,B0226,garden & outdoors
G2869,1920.0,F629,beauty
E5667,2291.0,I579,clothing & accessories
B25368,1052.5,B0025,beauty
G245,2470.0,D850,beauty
J0379,76480.0,D642,baby
B18213,1532.5,B0208,beauty
H0998,2080.0,J051,computers & accessories
E5450,1760.0,E681,electronics
G9340,1820.5,C521,garden & outdoors
B2207,1797.0,D265,beauty
J3261,8640.0,C874,garden & outdoors
C0534,252.5,D855,computers & accessories
C3026,1104.0,J547,computers & accessories
E1063,1024.0,B054,garden & outdoors
J7859,1169.5,J77,baby
B9993,444.5,H110,computers & accessories
B03253,800.5,D184,collectibles
F9400,239.0,J244,apps & games
D437,1564.5,D751,clothing & accessories
J0362,3998.0,F036,clothing & accessories
G2843,156.5,I730,clothing & accessories
H1009,217.5,G936,baby
B16692,4705.5,B587,furniture
B17581,2528.0,H466,apps & games
G6090,1427.0,G689,furniture
F060,806.0,G093,beauty
F9516,1491.5,E524,clothing & accessories
B6937,1152.0,C09,beauty
J8397,2851.0,F432,furniture
C0373,4464.0,G941,garden & outdoors
